iter	Logloss
273	0.3628590891
274	0.3627486635
275	0.3626301195
276	0.3625258553
277	0.3624745976
278	0.362275321
279	0.3621529267
280	0.3619501423
281	0.3618084865
282	0.3617162898
283	0.3615910742
284	0.3615879847
285	0.3614228887
286	0.3612634035
287	0.3610502886
288	0.3609455045
289	0.3608372207
290	0.3607111018
291	0.3606115607
292	0.3604898409
293	0.360451938
294	0.3601930368
295	0.3600431392
296	0.3599500513
297	0.3598451317
298	0.3597099181
299	0.3595105404
300	0.3593522193
301	0.3592120084
302	0.3590032404
303	0.3588328564
304	0.358597191
305	0.3585298279
306	0.3584354516
307	0.358321183
308	0.35823387
309	0.3581591104
310	0.3579789145
311	0.3578668112
312	0.3578025657
313	0.3576968982
314	0.3576021145
315	0.3575324487
316	0.3574141665
317	0.357352173
318	0.3572564655
319	0.3571980258
320	0.3570909947
321	0.3569685178
322	0.3569042869
323	0.356768852
324	0.3566653105
325	0.3564665155
326	0.3563276495
327	0.3562983681
328	0.3561779299
329	0.3560655479
330	0.3559929447
331	0.3558649759
332	0.3557937693
333	0.3556599636
334	0.355484196
335	0.3553197012
336	0.3551984767
337	0.3551016235
338	0.3549387391
339	0.354790881
340	0.3546650831
341	0.3545365189
342	0.3543682565
343	0.3542607117
344	0.3540142775
345	0.3538198171
346	0.3537171818
347	0.3535593501
348	0.3533943199
349	0.3532136122
350	0.3530947874
351	0.3529986179
352	0.3527573058
353	0.3526410074
354	0.3524846978
355	0.3522610414
356	0.3521473424
357	0.3520303828
358	0.351792891
359	0.3517114432
360	0.3515551593
361	0.3514157803
362	0.3513061845
363	0.3512351257
364	0.351208758
365	0.351010937
366	0.3508498725
367	0.3507855965
368	0.3506625247
369	0.3505158624
370	0.3503766073
371	0.3503023822
372	0.3501462843
373	0.3501219151
374	0.3500238439
375	0.3499370522
376	0.349872844
377	0.3497079999
378	0.3495618925
379	0.3494712455
380	0.3493665291
381	0.3492613505
382	0.3491775532
383	0.3490610058
384	0.3489412126
385	0.3488782111
386	0.3488274234
387	0.3486360416
388	0.3485336462
389	0.3483338345
390	0.3481748168
391	0.3479857408
392	0.3478299481
393	0.3476856705
394	0.347573509
395	0.3474425406
396	0.3472823892
397	0.3471138204
398	0.3470617924
399	0.3469573109
400	0.3468057784
401	0.3466492497
402	0.3465371304
403	0.3463948184
404	0.3462306394
405	0.3460925106
406	0.3458972707
407	0.3457895317
408	0.3456046912
409	0.3454543457
410	0.3453246379
411	0.3451629569
412	0.3450203708
413	0.3448543128
414	0.3447328985
415	0.3446246997
416	0.3444870286
417	0.3444058892
418	0.3442976107
419	0.3442199006
420	0.344109312
421	0.3440408816
422	0.3438587772
423	0.3436344653
424	0.3435442701
425	0.3434140519
426	0.3433266168
427	0.3431856334
428	0.3430482663
429	0.3429982655
430	0.342874281
431	0.3427890463
432	0.3425811837
433	0.3424825507
434	0.3423850818
435	0.3421718066
436	0.34203562
437	0.3418512455
438	0.3417352074
439	0.341515492
440	0.3413445564
441	0.3412396078
442	0.3410298875
443	0.3408784387
444	0.3407092746
445	0.3405896898
446	0.3404478463
447	0.3403588696
448	0.340280929
449	0.3401601067
450	0.3400259097
451	0.3399345831
452	0.3397975673
453	0.3396195516
454	0.3395263774
455	0.3393954892
456	0.3393015143
457	0.3391815564
458	0.3390719689
459	0.3390036653
460	0.3388996299
461	0.3388073371
462	0.3386773747
463	0.3385358692
464	0.3384046263
465	0.3382828261
466	0.3381871053
467	0.3380547062
468	0.3379190071
469	0.3377057855
470	0.3375832419
471	0.3374116585
472	0.3373113424
473	0.3371737123
474	0.3369758617
475	0.3368472215
476	0.3367341742
477	0.336607132
478	0.3365264899
479	0.3364233662
480	0.3363135532
481	0.3361485833
482	0.3360483557
483	0.3359497723
484	0.3358699625
485	0.3357238211
486	0.3356213095
487	0.335503533
488	0.3353589512
489	0.3352067144
490	0.3350937219
491	0.3349294859
492	0.3348319917
493	0.3346408959
494	0.3344744479
495	0.3343730235
496	0.3342678016
497	0.334162889
498	0.3340047135
499	0.3338642115
500	0.3337726219
501	0.3337268229
502	0.3336607776
503	0.3335833059
504	0.3334429411
505	0.333271566
506	0.3331910038
507	0.3330639856
508	0.3329718527
509	0.3328086058
510	0.3326257237
511	0.3324619571
512	0.3323073196
513	0.3321731821
514	0.3321077363
515	0.3320295207
516	0.3319038848
517	0.3318281642
518	0.3316950293
519	0.3314992966
520	0.3314086201
521	0.3312774745
522	0.3311798281
523	0.3310962819
524	0.3309865704
525	0.3309017436
526	0.3308290205
527	0.3307386964
528	0.3305624519
529	0.3304648468
530	0.3303126676
531	0.3302229558
532	0.3301233755
533	0.3299450078
534	0.3297752123
535	0.3296775883
536	0.3295922496
537	0.3294558515
538	0.3293057434
539	0.3292010838
540	0.329067717
541	0.3289768791
542	0.3288141304
543	0.3286556388
544	0.3285286474
545	0.3284501111
546	0.32834504
547	0.3281872967
548	0.3281059194
549	0.3279660272
550	0.3278007412
551	0.3277208465
552	0.3276124239
553	0.3275033304
554	0.3273373454
555	0.3272025303
556	0.3270570486
557	0.32696339
558	0.3268059227
559	0.3267260917
560	0.326653623
561	0.326576639
562	0.3264953093
563	0.326406009
564	0.3263269582
565	0.3261492962
566	0.3260074494
567	0.3258255765
568	0.325721985
569	0.3255870679
570	0.3254909514
571	0.3253187822
572	0.3252484794
573	0.3251633309
574	0.3250731308
575	0.3250000103
576	0.3248883862
577	0.3247214525
578	0.3245735217
579	0.3244732728
580	0.3243657581
581	0.3242450302
582	0.3241752513
583	0.3239693569
584	0.3237908796
585	0.3236620603
586	0.3235723607
587	0.3234943955
588	0.3234271564
589	0.3232952645
590	0.3232060853
591	0.3231152077
592	0.3229859579
593	0.3228496707
594	0.3226798155
595	0.3225920049
596	0.3224486022
597	0.3223965126
598	0.3223317569
599	0.3222628561
600	0.3221830325
601	0.322096318
602	0.3219665104
603	0.3218228094
604	0.3217532975
605	0.3215822733
606	0.3214143683
607	0.3212907682
608	0.3211643734
609	0.3210623814
610	0.3209965141
611	0.3208939234
612	0.3208353686
613	0.3207525322
614	0.320675195
615	0.3205544519
616	0.3203887348
617	0.3202666984
618	0.3201930909
619	0.3200265948
620	0.3199455465
621	0.3198747503
622	0.3197319118
623	0.3196348216
624	0.3195706767
625	0.3194602527
626	0.3193749878
627	0.3193351709
628	0.3191588393
629	0.3190703433
630	0.3189472131
631	0.3188486701
632	0.3187753973
633	0.3187011839
634	0.3185795294
635	0.3185021645
636	0.3183509679
637	0.3182015047
638	0.3180953659
639	0.3179638564
640	0.3178687091
641	0.3177331627
642	0.3176322097
643	0.317556017
644	0.3174965751
645	0.3173948215
646	0.31725536
647	0.3171923239
648	0.317087493
649	0.3170352411
650	0.3169767773
651	0.316900628
652	0.3167789275
653	0.3166844654
654	0.316612841
655	0.3165144095
656	0.3164374865
657	0.3163172702
658	0.3162240812
659	0.3161475292
660	0.3160019757
661	0.3159178959
662	0.3158141452
663	0.3156961614
664	0.3156397715
665	0.3155201636
666	0.3154110904
667	0.315304346
668	0.3152504679
669	0.315156304
670	0.315003543
671	0.3149039018
672	0.3148182294
673	0.3147627652
674	0.3146012113
675	0.3145265236
676	0.3144950646
677	0.3143893434
678	0.3142643838
679	0.3141798614
680	0.3140558133
681	0.3139706687
682	0.3139263085
683	0.3138588428
684	0.3137467895
685	0.3136743956
686	0.3136320102
687	0.3134901999
688	0.3133789423
689	0.3132829262
690	0.3132184514
691	0.3131098873
692	0.3130474179
693	0.3129592968
694	0.312858126
695	0.3127386927
696	0.3125449881
697	0.3124610556
698	0.3124095829
699	0.3123561845
700	0.3122951295
701	0.3121801485
702	0.3120635406
703	0.3119099879
704	0.3118108677
705	0.311659937
706	0.3115821839
707	0.3115291762
708	0.3114482897
709	0.311369352
710	0.3112928911
711	0.3112272809
712	0.3111022402
713	0.310998679
714	0.3108550242
715	0.3106771931
716	0.310591227
717	0.310407132
718	0.3103047702
719	0.310189248
720	0.3100811894
721	0.3099722292
722	0.3099069628
723	0.3098539067
724	0.3097711604
725	0.309702727
726	0.3096096209
727	0.3095295983
728	0.3094358311
729	0.3093591372
730	0.3092584329
731	0.309177298
732	0.3091217409
733	0.3090251466
734	0.3089598084
735	0.3088821664
736	0.308831635
737	0.3087028796
738	0.3086012879
739	0.3085372294
740	0.3083911817
741	0.3083177434
742	0.3081487779
743	0.3081200947
744	0.308061045
745	0.3079050033
746	0.3077915484
747	0.3076876584
748	0.3076372879
749	0.3074705712
750	0.3073313549
751	0.3072070924
752	0.3071204514
753	0.3069979464
754	0.3069167399
755	0.306825788
756	0.3067745568
757	0.3067181827
758	0.3066529797
759	0.3065161871
760	0.3064108044
761	0.3063646803
762	0.3062174827
763	0.3060623683
764	0.3059508202
765	0.3058437957
766	0.3058019735
767	0.3056579161
768	0.3055388989
769	0.3053957384
770	0.3053648158
771	0.3053082028
772	0.3051966053
773	0.3051233083
774	0.3049873166
775	0.304937681
776	0.3047554244
777	0.3046781348
778	0.3045445304
779	0.3044213761
780	0.304340626
781	0.3043004165
782	0.3042470862
783	0.3041621811
784	0.3040884122
785	0.303978273
786	0.3038798196
787	0.3038147008
788	0.3037415482
789	0.3036231452
790	0.3035304525
791	0.3034544132
792	0.3033475136
793	0.30328696
794	0.3031535552
795	0.3030410135
796	0.3029071128
797	0.3027788043
798	0.3027192213
799	0.3026287022
800	0.302562591
801	0.3024573934
802	0.3022850601
803	0.3021339363
804	0.302003178
805	0.3018990009
806	0.301718109
807	0.3016050838
808	0.3014346732
809	0.3013643192
810	0.3012786726
811	0.3011267257
812	0.3009595759
813	0.3009019263
814	0.3008345069
815	0.3007083673
816	0.3005826872
817	0.3004832933
818	0.3003957513
819	0.3002958074
820	0.3001368025
821	0.3000452378
822	0.2999751791
823	0.2999220462
824	0.2998659359
825	0.2997700115
826	0.2996650009
827	0.2995727057
828	0.2994762133
829	0.299336628
830	0.2992210071
831	0.2991526709
832	0.2990600946
833	0.2989284856
834	0.2988148679
835	0.2987094529
836	0.298643207
837	0.298579327
838	0.2984086586
839	0.2983132856
840	0.2982784913
841	0.2981549727
842	0.2980889324
843	0.2980549585
844	0.2979940843
845	0.2979051419
846	0.2978370939
847	0.2976821518
848	0.2976430694
849	0.2975509198
850	0.297386797
851	0.2973157638
852	0.2972475928
853	0.2971076937
854	0.296997255
855	0.2969083056
856	0.29681148
857	0.2967657274
858	0.296665184
859	0.2965398617
860	0.2964162158
861	0.2963122111
862	0.2962534163
863	0.2961601401
864	0.2960153785
865	0.2959761859
866	0.2958503318
867	0.2957501124
868	0.2955876063
869	0.2954839953
870	0.2953949293
871	0.2953515054
872	0.2952199455
873	0.2951288119
874	0.2950351006
875	0.2949059206
876	0.2948500604
877	0.2947703659
878	0.2946331358
879	0.294564115
880	0.2944753697
881	0.2943571466
882	0.2942148451
883	0.2941099333
884	0.2939550055
885	0.2938329796
886	0.293745162
887	0.2936071991
888	0.2934788011
889	0.2933503874
890	0.2932274638
891	0.2930958507
892	0.2929137788
893	0.2927812571
894	0.2926916712
895	0.2926461068
896	0.2925277872
897	0.2924463531
898	0.2923153599
899	0.2922490526
900	0.2921863935
901	0.2920842279
902	0.2920188091
903	0.2919292276
904	0.2918203855
905	0.2917035583
906	0.2916514776
907	0.2915652617
908	0.2915106931
909	0.2914390481
910	0.2913643782
911	0.2913092722
912	0.2912463516
913	0.2911515939
914	0.2910170604
915	0.2909480103
916	0.2908722533
917	0.2907512892
918	0.2906543074
919	0.2905519936
920	0.2904428471
921	0.2903178026
922	0.2902452864
923	0.2901896271
924	0.2901292136
925	0.2901120329
926	0.2899602632
927	0.2899008711
928	0.2898508636
929	0.2897874628
930	0.2897390463
931	0.2896294607
932	0.2895234311
933	0.2894428581
934	0.2893430052
935	0.2892071097
936	0.2891614992
937	0.2890785371
938	0.2889615995
939	0.2888478007
940	0.288786963
941	0.2886686543
942	0.2885538645
943	0.2884572807
944	0.2883292213
945	0.2882064366
946	0.2881488954
947	0.2880055888
948	0.2878905884
949	0.2877955755
950	0.2877045463
951	0.2876177803
952	0.2875013072
953	0.2874569244
954	0.2873417963
955	0.287222316
956	0.2871704194
957	0.2870996366
958	0.2869835187
959	0.2868746614
960	0.2868126316
961	0.2867530281
962	0.2866650855
963	0.2865709624
964	0.2864394621
965	0.2862591307
966	0.2862134634
967	0.2861324219
968	0.2860121016
969	0.2859133611
970	0.2858310274
971	0.285705556
972	0.2856596102
973	0.2855863486
974	0.285541903
975	0.2854932747
976	0.2853785919
977	0.2853273434
978	0.2852185861
979	0.2851575647
980	0.2850618963
981	0.285004156
982	0.2848897014
983	0.2848395832
984	0.2847373989
985	0.2846376755
986	0.2845959406
987	0.2845396553
988	0.284441711
989	0.2843343453
990	0.2842143257
991	0.2841116655
992	0.2840076948
993	0.2839321576
994	0.2837630907
995	0.28365654
996	0.2836067907
997	0.2835124689
998	0.2834678848
999	0.2833533719
