iter	Logloss
273	0.4015448089
274	0.4014541496
275	0.4013586659
276	0.4012831919
277	0.4011583423
278	0.4010182351
279	0.4008813648
280	0.4007931286
281	0.4006578648
282	0.4005845601
283	0.4004602339
284	0.4003816056
285	0.4002556603
286	0.4001908677
287	0.4001047879
288	0.3999998318
289	0.3998900815
290	0.3997967205
291	0.399722496
292	0.3996462896
293	0.3995587555
294	0.3994879895
295	0.3993727293
296	0.3993113806
297	0.3991976568
298	0.3991180913
299	0.3990508966
300	0.3989181749
301	0.3988186138
302	0.3987305891
303	0.3986120252
304	0.3985370751
305	0.3984113671
306	0.3983163082
307	0.3982265054
308	0.3981179734
309	0.3980666908
310	0.3979195724
311	0.3977778355
312	0.3977458831
313	0.3976454502
314	0.3975583954
315	0.3974723
316	0.3974050063
317	0.3973319786
318	0.3972271786
319	0.3971431293
320	0.3970918827
321	0.3970258845
322	0.3969549139
323	0.3968666599
324	0.3968039982
325	0.3966906361
326	0.3966219529
327	0.3965024364
328	0.3964125009
329	0.3963524059
330	0.3962881402
331	0.3961909632
332	0.3961102366
333	0.396036458
334	0.3959607275
335	0.39588601
336	0.3958011467
337	0.3957322764
338	0.3956491294
339	0.3955875984
340	0.3954922678
341	0.3954055363
342	0.3953407045
343	0.3952180842
344	0.3951395347
345	0.395057088
346	0.3950099591
347	0.3949644175
348	0.3948731103
349	0.394807371
350	0.3947143454
351	0.3946226832
352	0.3945635996
353	0.3944961306
354	0.3943900752
355	0.3943352852
356	0.3942741398
357	0.3942197681
358	0.3941499637
359	0.3940911275
360	0.3940380103
361	0.3939671219
362	0.3938768526
363	0.3938063733
364	0.3936845292
365	0.3936290179
366	0.3935558146
367	0.3934928415
368	0.3934163844
369	0.3933233356
370	0.3932516225
371	0.3931673295
372	0.3931163471
373	0.393049924
374	0.392957799
375	0.3928807606
376	0.3927942328
377	0.3927224755
378	0.3926435667
379	0.39258536
380	0.3925081971
381	0.3924418029
382	0.392375575
383	0.3923299821
384	0.3922269129
385	0.3921746038
386	0.3920568094
387	0.3919998425
388	0.3919315865
389	0.391863014
390	0.3917784881
391	0.391687451
392	0.3916396678
393	0.3915684344
394	0.3915113897
395	0.3914518444
396	0.3913708727
397	0.3913020863
398	0.3912244833
399	0.3911722022
400	0.3910849166
401	0.3910074717
402	0.3909660064
403	0.3908913245
404	0.3908245095
405	0.3907529705
406	0.3906619449
407	0.3905904012
408	0.3905059398
409	0.390402747
410	0.3903463956
411	0.3903187875
412	0.3902351478
413	0.3901968383
414	0.390086479
415	0.3900317568
416	0.3899037854
417	0.3898099433
418	0.3897190354
419	0.3896361257
420	0.3896041814
421	0.389526776
422	0.3894736863
423	0.389397579
424	0.3893538324
425	0.3892944755
426	0.3892566507
427	0.3892178153
428	0.3891633402
429	0.3891140476
430	0.3890305928
431	0.3889828493
432	0.388937245
433	0.3888403947
434	0.3887787198
435	0.3887268527
436	0.3886503297
437	0.3885668056
438	0.3885030062
439	0.3884624652
440	0.3884144396
441	0.3883519618
442	0.3882994711
443	0.3882329996
444	0.3881486889
445	0.3880854939
446	0.3879634912
447	0.3879002169
448	0.3878131967
449	0.3877484779
450	0.3876686504
451	0.3876087771
452	0.3875184417
453	0.3874672283
454	0.3873770504
455	0.3873068461
456	0.3872371546
457	0.3871739354
458	0.3871343942
459	0.3870989375
460	0.387009827
461	0.3869258629
462	0.3868255548
463	0.3867655348
464	0.3866878442
465	0.3866091662
466	0.3865848653
467	0.3865175263
468	0.3864819993
469	0.3864229758
470	0.3863230466
471	0.3862727885
472	0.3862160068
473	0.3861467974
474	0.3860843713
475	0.3859851039
476	0.3859170231
477	0.3858775241
478	0.3857843247
479	0.3857545478
480	0.3856789363
481	0.3856231614
482	0.3855501252
483	0.3855107795
484	0.3854431461
485	0.3854028471
486	0.3853680325
487	0.3852967439
488	0.3852507522
489	0.3851964818
490	0.3851707707
491	0.3851215255
492	0.3850512943
493	0.3850063837
494	0.3849400397
495	0.3848706522
496	0.384799488
497	0.3847983831
498	0.3847570706
499	0.3847157974
